id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
vampire-familiar,5.5e,SRD,Vampire Familiar,,"_Medium or Small Humanoid, Neutral Evil_
**AC** 15 **Initiative** +5 (15) 
**HP** 65 (10d8 + 20) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 16 
 +3 
 +5 
 CON 
 15 
 +2 
 +2 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 10 
 +0 
 +2 
 CHA 
 14 
 +2 
 +2 
 
 
 
**Skills** Perception +4, Persuasion +4, Stealth +7 
**Resistances** Necrotic 
**Immunities** Charmed (except from its vampire master) 
**Gear** Daggers (10) 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Common plus one other language 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Vampiric Connection._** While the familiar and its vampire master are on the same plane of existence, the vampire can communicate with the familiar telepathically, and the vampire can perceive through the familiar's senses.
#### Actions
 
**_Multiattack._** The familiar makes two Umbral Dagger attacks.
**_Umbral Dagger._** _Melee or Ranged Attack Roll:_ +5, reach 5 ft. or range 20/60 ft. _Hit:_ 5 (1d4 + 3) Piercing damage plus 7 (3d4) Necrotic damage. If the target is reduced to 0 Hit Points by this attack, the target becomes Stable but has the Poisoned condition for 1 hour. While it has the Poisoned condition, the target has the Paralyzed condition.
#### Bonus Actions
 
**_Deathless Agility._** The familiar takes the Dash or Disengage action.
### Vampire Spawn",,,medium,or small humanoid,Neutral Evil,15,65,10d8 + 20,"30 ft., Climb 30 ft.",17,16,15,10,10,14,3,Darkvision 60 ft.; Passive Perception 14,Common plus one other language,"Perception +4, Persuasion +4, Stealth +7"
vampire-spawn,5.5e,SRD,Vampire Spawn,,"_Medium or Small Undead, Neutral Evil_
**AC** 16 **Initiative** +3 (13) 
**HP** 90 (12d8 + 36) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 16 
 +3 
 +6 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 11 
 +0 
 +0 
 WIS 
 10 
 +0 
 +3 
 CHA 
 12 
 +1 
 +1 
 
 
 
**Skills** Perception +3, Stealth +6 
**Resistances** Necrotic 
**Senses** Darkvision 60 ft.; Passive Perception 13 
**Languages** Common plus one other language 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Spider Climb._** The vampire can climb difficult surfaces, including along ceilings, without needing to make an ability check.
**_Vampire Weakness._** The vampire has these weaknesses:
**_Forbiddance._** The vampire can't enter a residence without an invitation from an occupant.
**_Running Water._** The vampire takes 20 Acid damage if it ends its turn in running water.
**_Stake to the Heart._** The vampire is destroyed if a weapon that deals Piercing damage is driven into the vampire's heart while the vampire has the Incapacitated condition.
**_Sunlight._** The vampire takes 20 Radiant damage if it starts its turn in sunlight. While in sunlight, it has Disadvantage on attack rolls and ability checks.
#### Actions
 
**_Multiattack._** The vampire makes two Claw attacks and uses Bite.
**_Claw._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (2d4 + 3) Slashing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from one of two claws.
**_Bite._** _Constitution Saving Throw:_ DC 14, one creature within 5 feet that is willing or that has the Grappled, Incapacitated, or Restrained condition. _Failure:_ 5 (1d4 + 3) Piercing damage plus 10 (3d6) Necrotic damage. The target's Hit Point maximum decreases by an amount equal to the Necrotic damage taken, and the vampire regains Hit Points equal to that amount.
#### Bonus Actions
 
**_Deathless Agility._** The vampire takes the Dash or Disengage action.
### Vampire",,,medium,or small undead,Neutral Evil,16,90,12d8 + 36,30 ft.,16,16,16,11,10,12,5,Darkvision 60 ft.; Passive Perception 13,Common plus one other language,"Perception +3, Stealth +6"
vampire,5.5e,SRD,Vampire,,"_Medium or Small Undead, Lawful Evil_
**AC** 16 **Initiative** +14 (24) 
**HP** 195 (23d8 + 92) 
**Speed** 40 ft., Climb 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 18 
 +4 
 +9 
 CON 
 18 
 +4 
 +9 
 
 
 INT 
 17 
 +3 
 +3 
 WIS 
 15 
 +2 
 +7 
 CHA 
 18 
 +4 
 +9 
 
 
 
**Skills** Perception +7, Stealth +9 
**Resistances** Necrotic 
**Senses** Darkvision 120 ft.; Passive Perception 17 
**Languages** Common plus two other languages 
**CR** 13 (XP 10,000, or 11,500 in lair; PB +5)
#### Traits
 
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the vampire fails a saving throw, it can choose to succeed instead.
**_Misty Escape._** If the vampire drops to 0 Hit Points outside its resting place, the vampire uses Shape-Shift to become mist (no action required). If it can't use Shape-Shift, it is destroyed. 
 While it has 0 Hit Points in mist form, it can't return to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it returns to its vampire form and has the Paralyzed condition until it regains any Hit Points, and it regains 1 Hit Point after spending 1 hour there.
**_Spider Climb._** The vampire can climb difficult surfaces, including along ceilings, without needing to make an ability check.
**_Vampire Weakness._** The vampire has these weaknesses:
**_Forbiddance._** The vampire can't enter a residence without an invitation from an occupant.
**_Running Water._** The vampire takes 20 Acid damage if it ends its turn in running water.
**_Stake to the Heart._** If a weapon that deals Piercing damage is driven into the vampire's heart while the vampire has the Incapacitated condition in its resting place, the vampire has the Paralyzed condition until the weapon is removed.
**_Sunlight._** The vampire takes 20 Radiant damage if it starts its turn in sunlight. While in sunlight, it has Disadvantage on attack rolls and ability checks.
#### Actions
 
**_Multiattack (Vampire Form Only)._** The vampire makes two Grave Strike attacks and uses Bite.
**_Grave Strike (Vampire Form Only)._** _Melee Attack Roll:_ +9, reach 5 ft. _Hit:_ 8 (1d8 + 4) Bludgeoning damage plus 7 (2d6) Necrotic damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14) from one of two hands.
**_Bite (Bat or Vampire Form Only)._** _Constitution Saving Throw:_ DC 17, one creature within 5 feet that is willing or that has the Grappled, Incapacitated, or Restrained condition. _Failure:_ 6 (1d4 + 4) Piercing damage plus 13 (3d8) Necrotic damage. The target's Hit Point maximum decreases by an amount equal to the Necrotic damage taken, and the vampire regains Hit Points equal to that amount. A Humanoid reduced to 0 Hit Points by this damage and then buried rises the following sunset as a **Vampire Spawn** under the vampire's control.
#### Bonus Actions
 
**_Charm (Recharge 5–6)._** The vampire casts _Charm Person_, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 17), and the duration is 24 hours. The Charmed target is a willing recipient of the vampire's Bite, the damage of which doesn't end the spell. When the spell ends, the target is unaware it was Charmed by the vampire.
**_Shape-Shift._** If the vampire isn't in sunlight or running water, it shape-shifts into a Tiny bat (Speed 5 ft., Fly Speed 30 ft.) or a Medium cloud of mist (Speed 5 ft., Fly Speed 20 ft. [hover]), or it returns to its vampire form. Anything it is wearing transforms with it. 
 While in bat form, the vampire can't speak. Its game statistics, other than its size and Speed, are unchanged. 
 While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless and can enter an enemy's space and stop there. If air can pass through a space, the mist can do so, but it can't pass through liquid. It has Resistance to all damage, except the damage it takes from sunlight.
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the vampire can expend a use to take one of the following actions. The vampire regains all expended uses at the start of each of its turns._
**_Beguile._** The vampire casts _Command_, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 17). The vampire can't take this action again until the start of its next turn.
**_Deathless Strike._** The vampire moves up to half its Speed, and it makes one Grave Strike attack.
## Vrock
### Vrock",,,medium,or small undead,Lawful Evil,16,195,23d8 + 92,"40 ft., Climb 40 ft.",18,18,18,17,15,18,13,Darkvision 120 ft.; Passive Perception 17,Common plus two other languages,"Perception +7, Stealth +9"
vrock,5.5e,SRD,Vrock,,"_Large Fiend (Demon), Chaotic Evil_
**AC** 15 **Initiative** +2 (12) 
**HP** 152 (16d10 + 64) 
**Speed** 40 ft., Fly 60 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 15 
 +2 
 +5 
 CON 
 18 
 +4 
 +4 
 
 
 INT 
 8 
 −1 
 −1 
 WIS 
 13 
 +1 
 +4 
 CHA 
 8 
 −1 
 +2 
 
 
 
**Resistances** Cold, Fire, Lightning 
**Immunities** Poison; Poisoned 
**Senses** Darkvision 120 ft.; Passive Perception 11 
**Languages** Abyssal; telepathy 120 ft. 
**CR** 6 (XP 2,300; PB +3)
#### Traits
 
**_Demonic Restoration._** If the vrock dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.
**_Magic Resistance._** The vrock has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Multiattack._** The vrock makes two Shred attacks.
**_Shred._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage plus 10 (3d6) Poison damage.
**_Spores (Recharge 6)._** _Constitution Saving Throw:_ DC 15, each creature in a 20-foot Emanation originating from the vrock. _Failure:_ The target has the Poisoned condition and repeats the save at the end of each of its turns, ending the effect on itself on a success. While Poisoned, the target takes 5 (1d10) Poison damage at the start of each of its turns. Emptying a flask of Holy Water on the target ends the effect early.
**_Stunning Screech (1/Day)._** _Constitution Saving Throw:_ DC 15, each creature in a 20-foot Emanation originating from the vrock (demons succeed automatically). _Failure:_ 10 (3d6) Thunder damage, and the target has the Stunned condition until the end of the vrock's next turn.
## Warriors
### Warrior Infantry",,,large,fiend (demon),Chaotic Evil,15,152,16d10 + 64,"40 ft., Fly 60 ft.",17,15,18,8,13,8,6,Darkvision 120 ft.; Passive Perception 11,Abyssal; telepathy 120 ft.,
warrior-infantry,5.5e,SRD,Warrior Infantry,,"_Medium or Small Humanoid, Neutral_
**AC** 13 **Initiative** +0 (10) 
**HP** 9 (2d8) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 13 
 +1 
 +1 
 DEX 
 11 
 +0 
 +0 
 CON 
 11 
 +0 
 +0 
 
 
 INT 
 8 
 −1 
 −1 
 WIS 
 11 
 +0 
 +0 
 CHA 
 8 
 −1 
 −1 
 
 
 
**Gear** Chain Shirt, Spear 
**Senses** Passive Perception 10 
**Languages** Common 
**CR** 1/8 (XP 25; PB +2)
#### Traits
 
**_Pack Tactics._** The warrior has Advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.
#### Actions
 
**_Spear._** _Melee or Ranged Attack Roll:_ +3, reach 5 ft. or range 20/60 ft. _Hit:_ 4 (1d6 + 1) Piercing damage.
### Warrior Veteran",,,medium,or small humanoid,Neutral,13,9,2d8,30 ft.,13,11,11,8,11,8,1/8,Passive Perception 10,Common,
warrior-veteran,5.5e,SRD,Warrior Veteran,,"_Medium or Small Humanoid, Neutral_
**AC** 17 **Initiative** +3 (13) 
**HP** 65 (10d8 + 20) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 13 
 +1 
 +1 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 11 
 +0 
 +0 
 CHA 
 10 
 +0 
 +0 
 
 
 
**Skills** Athletics +5, Perception +2 
**Gear** Greatsword, Heavy Crossbow, Splint Armor 
**Senses** Passive Perception 12 
**Languages** Common plus one other language 
**CR** 3 (XP 700; PB +2)
#### Actions
 
**_Multiattack._** The warrior makes two Greatsword or Heavy Crossbow attacks.
**_Greatsword._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.
**_Heavy Crossbow._** _Ranged Attack Roll:_ +3, range 100/400 ft. _Hit:_ 12 (2d10 + 1) Piercing damage.
#### Reactions
 
**_Parry._** _Trigger:_ The warrior is hit by a melee attack roll while holding a weapon. _Response:_ The warrior adds 2 to its AC against that attack, possibly causing it to miss.
## Water Elemental
### Water Elemental",,,medium,or small humanoid,Neutral,17,65,10d8 + 20,30 ft.,16,13,14,10,11,10,3,Passive Perception 12,Common plus one other language,"Athletics +5, Perception +2"
water-elemental,5.5e,SRD,Water Elemental,,"_Large Elemental, Neutral_
**AC** 14 **Initiative** +2 (12) 
**HP** 114 (12d10 + 48) 
**Speed** 30 ft., Swim 90 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 14 
 +2 
 +2 
 CON 
 18 
 +4 
 +4 
 
 
 INT 
 5 
 −3 
 −3 
 WIS 
 10 
 +0 
 +0 
 CHA 
 8 
 −1 
 −1 
 
 
 
**Resistances** Acid, Fire 
**Immunities** Poison; Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious 
**Senses** Darkvision 60 ft.; Passive Perception 10 
**Languages** Primordial (Aquan) 
**CR** 5 (XP 1,800; PB +3)
#### Traits
 
**_Freeze._** If the elemental takes Cold damage, its Speed decreases by 20 feet until the end of its next turn.
**_Water Form._** The elemental can enter an enemy's space and stop there. It can move through a space as narrow as 1 inch without expending extra movement to do so.
#### Actions
 
**_Multiattack._** The elemental makes two Slam attacks.
**_Slam._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage. If the target is a Medium or smaller creature, it has the Prone condition.
**_Whelm (Recharge 4–6)._** _Strength Saving Throw:_ DC 15, each creature in the elemental's space. _Failure:_ 22 (4d8 + 4) Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14). Until the grapple ends, the target has the Restrained condition, is suffocating unless it can breathe water, and takes 9 (2d8) Bludgeoning damage at the start of each of the elemental's turns. The elemental can grapple one Large creature or up to two Medium or smaller creatures at a time with Whelm. As an action, a creature within 5 feet of the elemental can pull a creature out of it by succeeding on a DC 14 Strength (Athletics) check. _Success:_ Half damage only.
## Werebear
### Werebear",,,large,elemental,Neutral,14,114,12d10 + 48,"30 ft., Swim 90 ft.",18,14,18,5,10,8,5,Darkvision 60 ft.; Passive Perception 10,Primordial (Aquan),
werebear,5.5e,SRD,Werebear,,"_Medium or Small Monstrosity (Lycanthrope), Neutral Good_
**AC** 15 **Initiative** +3 (13) 
**HP** 135 (18d8 + 54) 
**Speed** 30 ft., 40 ft. (bear form only), Climb 30 ft. (bear form only) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 19 
 +4 
 +4 
 DEX 
 10 
 +0 
 +0 
 CON 
 17 
 +3 
 +3 
 
 
 INT 
 11 
 +0 
 +0 
 WIS 
 12 
 +1 
 +1 
 CHA 
 12 
 +1 
 +1 
 
 
 
**Skills** Perception +7 
**Gear** Handaxes (4) 
**Senses** Darkvision 60 ft.; Passive Perception 17 
**Languages** Common (can't speak in bear form) 
**CR** 5 (XP 1,800; PB +3)
#### Actions
 
**_Multiattack._** The werebear makes two attacks, using Handaxe or Rend in any combination. It can replace one attack with a Bite attack.
**_Bite (Bear or Hybrid Form Only)._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 17 (2d12 + 4) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 14. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Werebear** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this werebear's curse for 24 hours.
**_Handaxe (Humanoid or Hybrid Form Only)._** Melee or _Ranged Attack Roll:_ +7, reach 5 ft or range 20/60 ft. _Hit:_ 14 (3d6 + 4) Slashing damage.
**_Rend (Bear or Hybrid Form Only)._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Slashing damage.
#### Bonus Actions
 
**_Shape-Shift._** The werebear shape-shifts into a Large bear-humanoid hybrid form or a Large bear, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.
## Wereboar
### Wereboar",,,medium,or small monstrosity (lycanthrope),Neutral Good,15,135,18d8 + 54,"30 ft., 40 ft. (bear form only), Climb 30 ft. (bear form only)",19,10,17,11,12,12,5,Darkvision 60 ft.; Passive Perception 17,Common (can't speak in bear form),Perception +7
wereboar,5.5e,SRD,Wereboar,,"_Medium or Small Monstrosity (Lycanthrope), Neutral Evil_
**AC** 15 **Initiative** +2 (12) 
**HP** 97 (15d8 + 30) 
**Speed** 30 ft., 40 ft. (boar form only) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 10 
 +0 
 +0 
 CON 
 15 
 +2 
 +2 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 11 
 +0 
 +0 
 CHA 
 8 
 −1 
 −1 
 
 
 
**Skills** Perception +2 
**Gear** Javelins (6) 
**Senses** Passive Perception 12 
**Languages** Common (can't speak in boar form) 
**CR** 4 (XP 1,100; PB +2)
#### Actions
 
**_Multiattack._** The wereboar makes two attacks, using Javelin or Tusk in any combination. It can replace one attack with a Gore attack.
**_Gore (Boar or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 12. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Wereboar** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this wereboar's curse for 24 hours.
**_Javelin (Humanoid or Hybrid Form Only)._** Melee or _Ranged Attack Roll:_ +5, reach 5 ft. or range 30/120 ft. _Hit:_ 13 (3d6 + 3) Piercing damage.
**_Tusk (Boar or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Piercing damage. If the target is a Medium or smaller creature and the wereboar moved 20+ feet straight toward it immediately before the hit, the target takes an extra 7 (2d6) Piercing damage and has the Prone condition.
#### Bonus Actions
 
**_Shape-Shift._** The wereboar shape-shifts into a Medium boar-humanoid hybrid or a Small boar, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.
## Wererat
### Wererat",,,medium,or small monstrosity (lycanthrope),Neutral Evil,15,97,15d8 + 30,"30 ft., 40 ft. (boar form only)",17,10,15,10,11,8,4,Passive Perception 12,Common (can't speak in boar form),Perception +2
wererat,5.5e,SRD,Wererat,,"_Medium or Small Monstrosity (Lycanthrope), Lawful Evil_
**AC** 13 **Initiative** +3 (13) 
**HP** 60 (11d8 + 11) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 10 
 +0 
 +0 
 DEX 
 16 
 +3 
 +3 
 CON 
 12 
 +1 
 +1 
 
 
 INT 
 11 
 +0 
 +0 
 WIS 
 10 
 +0 
 +0 
 CHA 
 8 
 −1 
 −1 
 
 
 
**Skills** Perception +4, Stealth +5 
**Gear** Hand Crossbow 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Common (can't speak in rat form) 
**CR** 2 (XP 450; PB +2)
#### Actions
 
**_Multiattack._** The wererat makes two attacks, using Scratch or Hand Crossbow in any combination. It can replace one attack with a Bite attack.
**_Bite (Rat or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (2d4 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 11. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Wererat** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this wererat's curse for 24 hours.
**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Slashing damage.
**_Hand Crossbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +5, range 30/120 ft. _Hit:_ 6 (1d6 + 3) Piercing damage.
#### Bonus Actions
 
**_Shape-Shift._** The wererat shape-shifts into a Medium rat-humanoid hybrid or a Small rat, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.
## Weretiger
### Weretiger",,,medium,or small monstrosity (lycanthrope),Lawful Evil,13,60,11d8 + 11,"30 ft., Climb 30 ft.",10,16,12,11,10,8,2,Darkvision 60 ft.; Passive Perception 14,Common (can't speak in rat form),"Perception +4, Stealth +5"
weretiger,5.5e,SRD,Weretiger,,"_Medium or Small Monstrosity (Lycanthrope), Neutral_
**AC** 12 **Initiative** +2 (12) 
**HP** 120 (16d8 + 48) 
**Speed** 30 ft., 40 ft. (tiger form only) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 17 
 +3 
 +3 
 DEX 
 15 
 +2 
 +2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 13 
 +1 
 +1 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Perception +5, Stealth +4 
**Gear** Longbow 
**Senses** Darkvision 60 ft.; Passive Perception 15 
**Languages** Common (can't speak in tiger form) 
**CR** 4 (XP 1,100; PB +2)
#### Actions
 
**_Multiattack._** The weretiger makes two attacks, using Scratch or Longbow in any combination. It can replace one attack with a Bite attack.
**_Bite (Tiger or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 13. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Weretiger** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this weretiger's curse for 24 hours.
**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.
**_Longbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 11 (2d8 + 2) Piercing damage.
#### Bonus Actions
 
**_Prowl (Tiger or Hybrid Form Only)._** The weretiger moves up to its Speed without provoking Opportunity Attacks. At the end of this movement, the weretiger can take the Hide action.
**_Shape-Shift._** The weretiger shape-shifts into a Large tiger-humanoid hybrid or a Large tiger, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.
## Werewolf
### Werewolf",,,medium,or small monstrosity (lycanthrope),Neutral,12,120,16d8 + 48,"30 ft., 40 ft. (tiger form only)",17,15,16,10,13,11,4,Darkvision 60 ft.; Passive Perception 15,Common (can't speak in tiger form),"Perception +5, Stealth +4"
werewolf,5.5e,SRD,Werewolf,,"_Medium or Small Monstrosity (Lycanthrope), Chaotic Evil_
**AC** 15 **Initiative** +4 (14) 
**HP** 71 (11d8 + 22) 
**Speed** 30 ft., 40 ft. (wolf form only) 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 16 
 +3 
 +3 
 DEX 
 14 
 +2 
 +2 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 11 
 +0 
 +0 
 CHA 
 10 
 +0 
 +0 
 
 
 
**Skills** Perception +4, Stealth +4 
**Gear** Longbow 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Common (can't speak in wolf form) 
**CR** 3 (XP 700; PB +2)
#### Traits
 
**_Pack Tactics._** The werewolf has Advantage on an attack roll against a creature if at least one of the werewolf's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.
#### Actions
 
**_Multiattack._** The werewolf makes two attacks, using Scratch or Longbow in any combination. It can replace one attack with a Bite attack.
**_Bite (Wolf or Hybrid Form Only)._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Humanoid, it is subjected to the following effect. _Constitution Saving Throw:_ DC 12. _Failure:_ The target is cursed. If the cursed target drops to 0 Hit Points, it instead becomes a **Werewolf** under the GM's control and has 10 Hit Points. _Success:_ The target is immune to this werewolf's curse for 24 hours.
**_Scratch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage.
**_Longbow (Humanoid or Hybrid Form Only)._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 11 (2d8 + 2) Piercing damage.
#### Bonus Actions
 
**_Shape-Shift._** The werewolf shape-shifts into a Large wolf-humanoid hybrid or a Medium wolf, or it returns to its true humanoid form. Its game statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed.
## White Dragons
### White Dragon Wyrmling",,,medium,or small monstrosity (lycanthrope),Chaotic Evil,15,71,11d8 + 22,"30 ft., 40 ft. (wolf form only)",16,14,14,10,11,10,3,Darkvision 60 ft.; Passive Perception 14,Common (can't speak in wolf form),"Perception +4, Stealth +4"
white-dragon-wyrmling,5.5e,SRD,White Dragon Wyrmling,,"_Medium Dragon (Chromatic), Chaotic Evil_
**AC** 16 **Initiative** +2 (12) 
**HP** 32 (5d8 + 10) 
**Speed** 30 ft., Burrow 15 ft., Fly 60 ft., Swim 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 14 
 +2 
 +2 
 DEX 
 10 
 +0 
 +2 
 CON 
 14 
 +2 
 +2 
 
 
 INT 
 5 
 −3 
 −3 
 WIS 
 10 
 +0 
 +2 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Perception +4, Stealth +2 
**Immunities** Cold 
**Senses** Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14 
**Languages** Draconic 
**CR** 2 (450 XP; PB +2)
#### Traits
 
**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.
#### Actions
 
**_Multiattack._** The dragon makes two Rend attacks.
**_Rend._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 6 (1d8 + 2) Slashing damage plus 2 (1d4) Cold damage.
**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 12, each creature in a 15-foot Cone. _Failure:_ 22 (5d8) Cold damage. _Success:_ Half damage.
### Young White Dragon",,,medium,dragon (chromatic),Chaotic Evil,16,32,5d8 + 10,"30 ft., Burrow 15 ft., Fly 60 ft., Swim 30 ft.",14,10,14,5,10,11,2,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Perception +4, Stealth +2"
