#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
mummy,Mummy,,"#### Actions

<hr>

**_Multiattack._** The mummy makes two Rotting Fist attacks and uses Dreadful Glare.

**_Rotting Fist._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (1d10 + 3) Bludgeoning damage plus 10 (3d6) Necrotic damage. If the target is a creature, it is cursed. While cursed, the target can't regain Hit Points, its Hit Point maximum doesn't return to normal when finishing a Long Rest, and its Hit Point maximum decreases by 10 (3d6) every 24 hours that elapse. A creature dies and turns to dust if reduced to 0 Hit Points by this attack.

**_Dreadful Glare._** _Wisdom Saving Throw:_ DC 11, one creature the mummy can see within 60 feet. _Failure:_ The target has the Frightened condition until the end of the mummy's next turn. _Success:_ The target is immune to this mummy's Dreadful Glare for 24 hours.",,,medium,or small undead,Lawful Evil,11,−1 (9),58,9d8 + 18,20 ft.,16,8,15,6,12,12,3,-1,2,-2,3,1,3,,"Necrotic, Poison; Charmed, Exhaustion, Frightened, Paralyzed, Poisoned",Fire,,Darkvision 60 ft.; Passive Perception 11,Common plus two other languages,
mummy_lord,Mummy Lord,,"#### Traits

<hr>

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the mummy fails a saving throw, it can choose to succeed instead.

**_Magic Resistance._** The mummy has Advantage on saving throws against spells and other magical effects.

**_Undead Restoration._** If destroyed, the mummy gains a new body in 24 hours if its heart is intact, reviving with all its Hit Points. The new body appears in an unoccupied space within the mummy's lair. The heart is a Tiny object that has AC 17, HP 10, and Immunity to all damage except Fire.

#### Actions

<hr>

**_Multiattack._** The mummy makes one Rotting Fist or Channel Negative Energy attack, and it uses Dreadful Glare.

**_Rotting Fist._** _Melee Attack Roll:_ +9, reach 5 ft. _Hit:_ 15 (2d10 + 4) Bludgeoning damage plus 10 (3d6) Necrotic damage. If the target is a creature, it is cursed. While cursed, the target can't regain Hit Points, it gains no benefit from finishing a Long Rest, and its Hit Point maximum decreases by 10 (3d6) every 24 hours that elapse. A creature dies and turns to dust if reduced to 0 Hit Points by this attack.

**_Channel Negative Energy._** _Ranged Attack Roll:_ +9, range 60 ft. _Hit:_ 25 (6d6 + 4) Necrotic damage.

**_Dreadful Glare._** _Wisdom Saving Throw:_ DC 17, one creature the mummy can see within 60 feet. _Failure:_ 25 (6d6 + 4) Psychic damage, and the target has the Paralyzed condition until the end of the mummy's next turn.

**_Spellcasting._** The mummy casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 17, +9 to hit with spell attacks):
 **At Will:** _Dispel Magic_, _Thaumaturgy_
 **1/Day Each:** _Animate Dead_, _Harm_, _Insect Plague_ (level 7 version)

#### Reactions

<hr>

**_Whirlwind of Sand._** _Trigger:_ The mummy is hit by an attack roll. _Response:_ The mummy adds 2 to its AC against the attack, possibly causing the attack to miss, and the mummy teleports up to 60 feet to an unoccupied space it can see. Each creature of its choice that it can see within 5 feet of its destination space has the Blinded condition until the end of the mummy's next turn.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the mummy can expend a use to take one of the following actions. The mummy regains all expended uses at the start of each of its turns._

**_Dread Command._** The mummy casts _Command_ (level 2 version), using the same spellcasting ability as Spellcasting. The mummy can't take this action again until the start of its next turn.

**_Glare._** The mummy uses Dreadful Glare. The mummy can't take this action again until the start of its next turn.

**_Necrotic Strike._** The mummy makes one Rotting Fist or Channel Negative Energy attack.",,,medium,or small undead (cleric),Lawful Evil,17,+10 (20),187,25d8 + 75,30 ft.,18,10,17,11,19,16,4,0,3,5,9,3,15,,"Necrotic, Poison; Charmed, Exhaustion, Frightened, Paralyzed, Poisoned",Fire,,Truesight 60 ft.; Passive Perception 19,Common plus three other languages,"History +5, Perception +9, Religion +5"
nalfeshnee,Nalfeshnee,,"#### Traits

<hr>

**_Demonic Restoration._** If the nalfeshnee dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.

**_Magic Resistance._** The nalfeshnee has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The nalfeshnee makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +10, reach 10 ft. _Hit:_ 16 (2d10 + 5) Slashing damage plus 11 (2d10) Force damage.

**_Teleport._** The nalfeshnee teleports up to 120 feet to an unoccupied space it can see.

#### Bonus Actions

<hr>

**_Horror Nimbus (Recharge 5–6)._** _Wisdom Saving Throw:_ DC 15, each creature in a 15-foot Emanation originating from the nalfeshnee. _Failure:_ 28 (8d6) Psychic damage, and the target has the Frightened condition for 1 minute, until it takes damage, or until it ends its turn with the nalfeshnee out of line of sight. _Success:_
The target is immune to this nalfeshnee's Horror Nimbus for 24 hours.

#### Reactions

<hr>

**_Pursuit._** Trigger: Another creature the nalfeshnee can see ends its move within 120 feet of the nalfeshnee. Response: The nalfeshnee uses Teleport, but its destination space must be within 10 feet of the triggering creature.",,,large,fiend (demon),Chaotic Evil,18,+5 (15),184,16d10 + 96,"20 ft., Fly 30 ft.",21,10,22,19,12,15,5,0,11,9,6,7,13,"Cold, Fire, Lightning","Poison; Frightened, Poisoned",,,Truesight 120 ft.; Passive Perception 11,Abyssal; telepathy 120 ft.,
night_hag,Night Hag,,"#### Traits

<hr>

**_Coven Magic._** While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 14): _Augury_, _Find Familiar_, _Identify_, _Locate Object_, _Scrying_, or _Unseen Servant_. The hag must finish a Long Rest before using this trait to cast that spell again.

**_Magic Resistance._** The hag has Advantage on saving throws against spells and other magical effects.

**_Soul Bag._** The hag has a soul bag. While holding or carrying the bag, the hag can use its Nightmare Haunting action.
 The bag has AC 15, HP 20, and Resistance to all damage. The bag turns to dust if reduced to 0 Hit Points. If the bag is destroyed, any souls the bag is holding are released. The hag can create a new bag after 7 days.

#### Actions

<hr>

**_Multiattack._** The hag makes two Claw attacks.

**_Claw._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Slashing damage.

**_Nightmare Haunting (1/Day; Requires Soul Bag)._** While on the Ethereal Plane, the hag casts _Dream_, using the same spellcasting ability as Spellcasting. Only the hag can serve as the spell's messenger, and the target must be a creature the hag can see on the Material Plane. The spell fails and is wasted if the target is under the effect of the _Protection from Evil and Good_ spell or within a _Magic Circle_ spell.
 If the target takes damage from the _Dream_ spell, the target's Hit Point maximum decreases by an amount equal to that damage. If the spell kills the target, its soul is trapped in the hag's soul bag, and the target can't be raised from the dead until its soul is released.

**_Spellcasting._** The hag casts one of the following spells, requiring no Material components and using Intelligence as the spellcasting ability (spell save DC 14):
 **At Will:** _Detect Magic_, _Etherealness_, _Magic Missile_ (level 4 version)
 **2/Day Each:** _Phantasmal Killer_, _Plane Shift_ (self only)

#### Bonus Actions

<hr>

**_Shape-Shift._** The hag shape-shifts into a Small or Medium Humanoid, or it returns to its true form. Other than its size, its game statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed.",,,medium,fiend,Neutral Evil,17,+5 (15),112,15d8 + 45,30 ft.,18,15,16,16,14,16,4,2,3,3,2,3,5,"Cold, Fire",Charmed,,,Darkvision 120 ft.; Passive Perception 15,"Abyssal, Common, Infernal, Primordial","Deception +6, Insight +5, Perception +5, Stealth +5"
nightmare,Nightmare,,"#### Traits

<hr>

**_Confer Fire Resistance._** The nightmare can grant Resistance to Fire damage to a rider while it is on the nightmare.

**_Illumination._** The nightmare sheds Bright Light in a 10-foot radius and Dim Light for an additional 10 feet.

#### Actions

<hr>

**_Hooves._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage plus 10 (3d6) Fire damage.

**_Ethereal Stride._** The nightmare and up to three willing creatures within 5 feet of it teleport to the Ethereal Plane from the Material Plane or vice versa.",,,large,fiend,Neutral Evil,13,+2 (12),68,8d10 + 24,"60 ft., Fly 90 ft. (hover)",18,15,16,10,13,15,4,2,3,0,1,2,3,,Fire,,,Passive Perception 11,"Understands Abyssal, Common, and Infernal but can't speak",
noble,Noble,,"#### Actions

<hr>

**_Rapier._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 5 (1d8 + 1) Piercing damage.

#### Reactions

<hr>

**_Parry._** _Trigger:_ The noble is hit by a melee attack roll while holding a weapon. _Response:_ The noble adds 2 to its AC against that attack, possibly causing it to miss.",,,medium,or small humanoid,Neutral,15,+1 (11),9,2d8,30 ft.,11,12,11,12,14,16,0,1,0,1,2,3,1/8,,,,"Breastplate, Rapier",Passive Perception 12,Common plus two other languages,"Deception +5, Insight +4, Persuasion +5"
ochre_jelly,Ochre Jelly,,"#### Traits

<hr>

**_Amorphous._** The jelly can move through a space as narrow as 1 inch without expending extra movement to do so.

**_Spider Climb._** The jelly can climb difficult surfaces, including along ceilings, without needing to make an ability check.

#### Actions

<hr>

**_Pseudopod._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 12 (3d6 + 2) Acid damage.

#### Reactions

<hr>

**_Split._** _Trigger:_ While the jelly is Large or Medium and has 10+ Hit Points, it becomes Bloodied or is subjected to Lightning or Slashing damage. _Response:_ The jelly splits into two new **Ochre Jellies**. Each new jelly is one size smaller than the original jelly and acts on its Initiative. The original jelly's Hit Points are divided evenly between the new jellies (round down).",,,large,ooze,Unaligned,8,−2 (8),52,7d10 + 14,"20 ft., Climb 20 ft.",15,6,14,2,6,1,2,-2,2,-4,-2,-5,2,Acid,"Lightning, Slashing; Charmed, Deafened, Exhaustion, Frightened, Grappled, Prone, Restrained",,,Blindsight 60 ft.; Passive Perception 8,None,
ogre,Ogre,,"#### Actions

<hr>

**_Greatclub._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage.

**_Javelin._** _Melee or Ranged Attack Roll:_ +6, reach 5 ft. or range 30/120 ft. _Hit:_ 11 (2d6 + 4) Piercing damage.",,,large,giant,Chaotic Evil,11,−1 (9),68,8d10 + 24,40 ft.,19,8,16,5,7,7,4,-1,3,-3,-2,-2,2,,,,"Greatclub, Javelins (3)",Darkvision 60 ft.; Passive Perception 8,"Common, Giant",
oni,Oni,,"#### Traits

<hr>

**_Regeneration._** The oni regains 10 Hit Points at the start of each of its turns if it has at least 1 Hit Point.

#### Actions

<hr>

**_Multiattack._** The oni makes two Claw or Nightmare Ray attacks. It can replace one attack with a use of Spellcasting.

**_Claw._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 10 (1d12 + 4) Slashing damage plus 9 (2d8) Necrotic damage.

**_Nightmare Ray._** _Ranged Attack Roll:_ +5, range 60 ft. _Hit:_ 9 (2d6 + 2) Psychic damage, and the target has the Frightened condition until the start of the oni's next turn.

**_Shape-Shift._** The oni shape-shifts into a Small or Medium Humanoid or a Large Giant, or it returns to its true form. Other than its size, its game statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed.

**_Spellcasting._** The oni casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 13):
 **1/Day Each:** _Charm Person_ (level 2 version), _Darkness_, _Gaseous Form_, _Sleep_

#### Bonus Actions

<hr>

**_Invisibility._** The oni casts _Invisibility_ on itself, requiring no spell components and using the same spellcasting ability as Spellcasting.",,,large,fiend,Lawful Evil,17,+0 (10),119,14d10 + 42,"30 ft., Fly 30 ft. (hover)",19,11,16,14,12,15,4,3,6,2,4,5,7,Cold,,,,Darkvision 60 ft.; Passive Perception 14,"Common, Giant","Arcana +5, Deception +8, Perception +4"
otyugh,Otyugh,,"#### Actions

<hr>

**_Multiattack._** The otyugh makes one Bite attack and two Tentacle attacks.

**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 12 (2d8 + 3) Piercing damage, and the target has the Poisoned condition. Whenever the Poisoned target finishes a Long Rest, it is subjected to the following effect. _Constitution Saving Throw:_ DC 15. _Failure:_ The target's Hit Point maximum decreases by 5 (1d10) and doesn't return to normal until the Poisoned condition ends on the target. _Success:_ The Poisoned condition ends.

**_Tentacle._** _Melee Attack Roll:_ +6, reach 10 ft. _Hit:_ 12 (2d8 + 3) Piercing damage. If the target is a Medium or smaller creature, it has the Grappled condition (escape DC 13) from one of two tentacles.

**_Tentacle Slam._** _Constitution Saving Throw:_ DC 14, each creature Grappled by the otyugh. _Failure:_ 16 (3d8 + 3) Bludgeoning damage, and the target has the Stunned condition until the start of the otyugh's next turn. _Success:_ Half damage only.",,,large,aberration,Neutral,14,+0 (10),104,11d10 + 44,30 ft.,16,11,19,6,13,6,3,0,7,-2,1,-2,5,,,,,Darkvision 120 ft.; Passive Perception 11,Otyugh; telepathy 120 ft. (doesn't allow the receiving creature to respond telepathically),
owlbear,Owlbear,,"#### Actions

<hr>

**_Multiattack._** The owlbear makes two Rend attacks.

**_Rend._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 14 (2d8 + 5) Slashing damage.",,,large,monstrosity,Unaligned,13,+1 (11),59,7d10 + 21,"40 ft., Climb 40 ft.",20,12,17,3,12,7,5,1,3,-4,1,-2,3,,,,,Darkvision 60 ft.; Passive Perception 15,None,Perception +5
pegasus,Pegasus,,"#### Actions

<hr>

**_Hooves._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 7 (1d6 + 4) Bludgeoning damage plus 5 (2d4) Radiant damage.",,,large,celestial,Chaotic Good,12,+2 (12),59,7d10 + 21,"60 ft., Fly 90 ft.",18,15,16,10,15,13,4,4,5,0,4,3,2,,,,,Passive Perception 16,"Understands Celestial, Common, Elvish, and Sylvan but can't speak",Perception +6
phase_spider,Phase Spider,,"#### Traits

<hr>

**_Ethereal Sight._** The spider can see 60 feet into the Ethereal Plane while on the Material Plane and vice versa.

**_Spider Climb._** The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check.

**_Web Walker._** The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web.

#### Actions

<hr>

**_Multiattack._** The spider makes two Bite attacks.

**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 8 (1d10 + 3) Piercing damage plus 9 (2d8) Poison damage. If this damage reduces the target to 0 Hit Points, the target becomes Stable, and it has the Poisoned condition for 1 hour. While Poisoned, the target also has the Paralyzed condition.

#### Bonus Actions

<hr>

**_Ethereal Jaunt._** The spider teleports from the Material Plane to the Ethereal Plane or vice versa.",,,large,monstrosity,Unaligned,14,+3 (13),45,7d10 + 7,"30 ft., Climb 30 ft.",15,16,12,6,10,6,2,3,1,-2,0,-2,3,,,,,Darkvision 60 ft.; Passive Perception 10,None,Stealth +7
pirate,Pirate,,"#### Actions

<hr>

**_Multiattack._** The pirate makes two Dagger attacks. It can replace one attack with a use of Enthralling Panache.

**_Dagger._** _Melee or Ranged Attack Roll:_ +5, reach 5 ft. or range 20/60 ft. _Hit:_ 5 (1d4 + 3) Piercing damage.

**_Enthralling Panache._** _Wisdom Saving Throw:_ DC 12, one creature the pirate can see within 30 feet. _Failure:_ The target has the Charmed condition until the start of the pirate's next turn.",,,medium,or small humanoid,Neutral,14,+5 (15),33,6d8 + 6,30 ft.,10,16,12,8,12,14,0,5,1,-1,1,4,1,,,,"Daggers (6), Leather Armor",Passive Perception 11,Common plus one other language,
pirate_captain,Pirate Captain,,"#### Actions

<hr>

**_Multiattack._** The pirate makes three attacks, using Rapier or Pistol in any combination.

**_Rapier._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Piercing damage, and the pirate has Advantage on the next attack roll it makes before the end of this turn.

**_Pistol._** _Ranged Attack Roll:_ +7, range 30/90 ft. _Hit:_ 15 (2d10 + 4) Piercing damage.

#### Bonus Actions

<hr>

**_Captain's Charm._** _Wisdom Saving Throw:_ DC 14, one creature the pirate can see within 30 feet. _Failure:_ The target has the Charmed condition until the start of the pirate's next turn.

#### Reactions

<hr>

**_Riposte._** _Trigger:_ The pirate is hit by a melee attack roll while holding a weapon. _Response:_ The pirate adds 3 to its AC against that attack, possibly causing it to miss. On a miss, the pirate makes one Rapier attack against the triggering creature if within range.",,,medium,or small humanoid,Neutral,17,+7 (17),84,13d8 + 26,30 ft.,10,18,14,10,14,17,3,7,2,0,5,6,6,,,,"Pistol, Rapier",Passive Perception 15,Common plus one other language,"Acrobatics +7, Perception +5"
pit_fiend,Pit Fiend,,"#### Traits

<hr>

**_Diabolical Restoration._** If the pit fiend dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.

**_Fear Aura._** The pit fiend emanates an aura in a 20-foot Emanation while it doesn't have the Incapacitated condition. _Wisdom Saving Throw:_ DC 21, any enemy that starts its turn in the aura. _Failure:_ The target has the Frightened condition until the start of its next turn. _Success:_ The target is immune to this pit fiend's aura for 24 hours.

**_Legendary Resistance (4/Day)._** If the pit fiend fails a saving throw, it can choose to succeed instead.

**_Magic Resistance._** The pit fiend has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The pit fiend makes one Bite attack, two Devilish Claw attacks, and one Fiery Mace attack.

**_Bite._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 18 (3d6 + 8) Piercing damage. If the target is a creature, it must make the following saving throw. _Constitution Saving Throw:_ DC 21. _Failure:_ The target has the Poisoned condition. While Poisoned, the target can't regain Hit Points and takes 21 (6d6) Poison damage at the start of each of its turns, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.

**_Devilish Claw._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 26 (4d8 + 8) Necrotic damage.

**_Fiery Mace._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 22 (4d6 + 8) Force damage plus 21 (6d6) Fire damage.

**_Hellfire Spellcasting (Recharge 4–6)._** The pit fiend casts _Fireball_ (level 5 version) twice, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 21). It can replace one _Fireball_ with _Hold Monster_ (level 7 version) or _Wall of Fire_.",,,large,fiend (devil),Lawful Evil,21,+14 (24),337,27d10 + 189,"30 ft., Fly 60 ft.",26,14,24,22,18,24,8,8,7,6,10,7,20,Cold,"Fire, Poison; Poisoned",,,Truesight 120 ft.; Passive Perception 20,Infernal; telepathy 120 ft.,"Perception +10, Persuasion +19"
planetar,Planetar,,"#### Traits

<hr>

**_Divine Awareness._** The planetar knows if it hears a lie.

**_Exalted Restoration._** If the planetar dies outside Mount Celestia, its body disappears, and it gains a new body instantly, reviving with all its Hit Points somewhere in Mount Celestia.

**_Magic Resistance._** The planetar has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The planetar makes three Radiant Sword attacks or uses Holy Burst twice.

**_Radiant Sword._** _Melee Attack Roll:_ +12, reach 10 ft. _Hit:_ 14 (2d6 + 7) Slashing damage plus 18 (4d8) Radiant damage.

**_Holy Burst._** _Dexterity Saving Throw:_ DC 20, each enemy in a 20-foot-radius Sphere centered on a point the planetar can see within 120 feet. _Failure:_ 24 (7d6) Radiant damage. _Success:_ Half damage.

**_Spellcasting._** The planetar casts one of the following spells, requiring no Material components and using Charisma as spellcasting ability (spell save DC 20):
 **At Will:** _Detect Evil and Good_
 **1/Day Each:** _Commune_, _Control Weather_, _Dispel Evil and Good_, _Raise Dead_

#### Bonus Actions

<hr>

**_Divine Aid (2/Day)._** The planetar casts _Cure Wounds_, _Invisibility_, _Lesser Restoration_, or _Remove Curse_, using the same spellcasting ability as Spellcasting.",,,large,celestial (angel),Lawful Good,19,+10 (20),262,21d10 + 147,"40 ft., Fly 120 ft. (hover)",24,20,24,19,22,25,12,5,12,4,11,12,16,Radiant,"Charmed, Exhaustion, Frightened",,,Truesight 120 ft.; Passive Perception 21,All; telepathy 120 ft.,Perception +11
priest_acolyte,Priest Acolyte,,"#### Actions

<hr>

**_Mace._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Bludgeoning damage plus 2 (1d4) Radiant damage.

**_Radiant Flame._** _Ranged Attack Roll:_ +4, range 60 ft. _Hit:_ 7 (2d6) Radiant damage.

**_Spellcasting._** The priest casts one of the following spells, using Wisdom as the spellcasting ability:
 **At Will:** _Light, Thaumaturgy_

#### Bonus Actions

<hr>

**_Divine Aid (1/Day)._** The priest casts _Bless, Healing Word,_ or _Sanctuary,_ using the same spellcasting ability as Spellcasting.",,,medium,or small humanoid (cleric),Neutral,13,+0 (10),11,2d8 + 2,30 ft.,14,10,12,10,14,11,2,0,1,0,2,0,1/4,,,,"Chain Shirt, Holy Symbol, Mace",Passive Perception 12,Common,"Medicine +4, Religion +2"
priest,Priest,,"#### Actions

<hr>

**_Multiattack._** The priest makes two attacks, using Mace or Radiant Flame in any combination.

**_Mace._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Bludgeoning damage plus 5 (2d4) Radiant damage.

**_Radiant Flame._** _Ranged Attack Roll:_ +5, range 60 ft. _Hit:_ 11 (2d10) Radiant damage.

**_Spellcasting._** The priest casts one of the following spells, using Wisdom as the spellcasting ability (spell save DC 13):
 **At Will:** _Light, Thaumaturgy_
 **1/Day:** _Spirit Guardians_

#### Bonus Actions

<hr>

**_Divine Aid (3/Day)._** The priest casts _Bless, Dispel Magic, Healing Word,_ or _Lesser Restoration,_ using the same spellcasting ability as Spellcasting.",,,medium,or small humanoid (cleric),Neutral,13,+0 (10),38,7d8 + 7,30 ft.,16,10,12,13,16,13,3,0,1,1,3,1,2,,,,"Chain Shirt, Holy Symbol, Mace",Passive Perception 15,Common plus one other language,"Medicine +7, Perception +5, Religion +5"
pseudodragon,Pseudodragon,,"#### Traits

<hr>

**_Magic Resistance._** The pseudodragon has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The pseudodragon makes two Bite attacks.

**_Bite._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 4 (1d4 + 2) Piercing damage.

**_Sting._** _Constitution Saving Throw:_ DC 12, one creature the pseudodragon can see within 5 feet. _Failure:_ 5 (2d4) Poison damage, and the target has the Poisoned condition for 1 hour. _Failure by 5 or More:_ While Poisoned, the target also has the Unconscious condition, which ends early if the target takes damage or a creature within 5 feet of it takes an action to wake it.",,,tiny,dragon,Neutral Good,14,+2 (12),10,3d4 + 3,"15 ft., Fly 60 ft.",6,15,13,10,12,10,-2,2,1,0,1,0,1/4,,,,,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 15",Understands Common and Draconic but can't speak,"Perception +5, Stealth +4"
purple_worm,Purple Worm,,"#### Traits

<hr>

**_Tunneler._** The worm can burrow through solid rock at half its Burrow Speed and leaves a 10-foot-diameter tunnel in its wake.

#### Actions

<hr>

**_Multiattack._** The worm makes one Bite attack and one Tail Stinger attack.

**_Bite._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 22 (3d8 + 9) Piercing damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 19), and it has the Restrained condition until the grapple ends.

**_Tail Stinger._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 16 (2d6 + 9) Piercing damage plus 35 (10d6) Poison damage.

#### Bonus Actions

<hr>

**_Swallow._** _Strength Saving Throw:_ DC 19, one Large or smaller creature Grappled by the worm (it can have up to three creatures swallowed at a time). _Failure:_ The target is swallowed by the worm, and the Grappled condition ends. A swallowed creature has the Blinded and Restrained conditions, has Total Cover against attacks and other effects outside the worm, and takes 17 (5d6) Acid damage at the start of each of the worm's turns.
 If the worm takes 30 damage or more on a single turn from a creature inside it, the worm must succeed on a DC 21 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 5 feet of the worm and has the Prone condition. If the worm dies, any swallowed creature no longer has the Restrained condition and can escape from the corpse using 20 feet of movement, exiting Prone.",,,gargantuan,monstrosity,Unaligned,18,+3 (13),247,15d20 + 90,"50 ft., Burrow 50 ft.",28,7,22,1,8,4,9,-2,11,-5,4,-3,15,,,,,"Blindsight 30 ft., Tremorsense 60 ft.; Passive Perception 9",None,
quasit,Quasit,,"#### Traits

<hr>

**_Magic Resistance._** The quasit has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Rend._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 5 (1d4 + 3) Slashing damage, and the target has the Poisoned condition until the start of the quasit's next turn.

**_Invisibility._** The quasit casts _Invisibility_ on itself, requiring no spell components and using Charisma as the spellcasting ability.

**_Scare (1/Day)._** _Wisdom Saving Throw:_ DC 10, one creature within 20 feet. _Failure:_ The target has the Frightened condition. At the end of each of its turns, the target repeats the save, ending the effect on itself on a success. After 1 minute, it succeeds automatically.

**_Shape-Shift._** The quasit shape-shifts to resemble a bat (Speed 10 ft., Fly 40 ft.), a centipede (40 ft., Climb 40 ft.), or a toad (40 ft., Swim 40 ft.), or it returns to its true form. Its game statistics are the same in each form, except for its Speed. Any equipment it is wearing or carrying isn't transformed.",,,tiny,fiend (demon),Chaotic Evil,13,+3 (13),25,10d4,40 ft.,5,17,10,7,10,10,-3,3,0,-2,0,0,1,"Cold, Fire, Lightning",Poison; Poisoned,,,Darkvision 120 ft.; Passive Perception 10,"Abyssal, Common",Stealth +5
rakshasa,Rakshasa,,"#### Traits

<hr>

**_Greater Magic Resistance._** The rakshasa automatically succeeds on saving throws against spells and other magical effects, and the attack rolls of spells automatically miss it. Without the rakshasa's permission, no spell can observe the rakshasa remotely or detect its thoughts, creature type, or alignment.

**_Fiendish Restoration._** If the rakshasa dies outside the Nine Hells, its body turns to ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.

#### Actions

<hr>

**_Multiattack._** The rakshasa makes three Cursed Touch attacks.

**_Cursed Touch._** _Melee Attack Roll:_ +10, reach 5 ft. _Hit:_ 12 (2d6 + 5) Slashing damage plus 19 (3d12) Necrotic damage. If the target is a creature, it is cursed. While cursed, the target gains no benefit from finishing a Short or Long Rest.

**_Baleful Command (Recharge 5–6)._** _Wisdom Saving Throw:_ DC 18, each enemy in a 30-foot Emanation originating from the rakshasa. _Failure:_ 28 (8d6) Psychic damage, and the target has the Frightened and Incapacitated conditions until the start of the rakshasa's next turn.

**_Spellcasting._** The rakshasa casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 18):
 **At Will:** _Detect Magic, Detect Thoughts, Disguise Self, Mage Hand, Minor Illusion_
 **1/Day Each:** _Fly, Invisibility, Major Image, Plane Shift_",,,medium,fiend,Lawful Evil,17,+8 (18),221,26d8 + 104,40 ft.,14,17,18,13,16,20,2,3,4,1,3,5,13,,"Charmed, Frightened",Piercing damage from weapons wielded by creatures under the effect of a _Bless_ spell,,Truesight 60 ft.; Passive Perception 18,"Common, Infernal","Deception +10, Insight +8, Perception +8"
