#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-f9e9-7ad8-b3a8-4511aa623e30
#content-updated_at: 2026-07-21
#content-hash: xxh64:ce1171d84f111c48
id,name_en,name_uk,text_en,text_uk,effects,class_id,level,resource,subclass_id
ranger_fighting_style,Fighting Style,,"You gain a Fighting Style feat of your choice (see ""Feats""). Instead of choosing one of those feats, you can choose the option below.
_Druidic Warrior._ You learn two Druid cantrips of your choice (see the Druid class's section for a list of Druid spells). _Guidance_ and _Starry Wisp_ are recommended. The chosen cantrips count as Ranger spells for you, and Wisdom is your spellcasting ability for them. Whenever you gain a Ranger level, you can replace one of these cantrips with another Druid cantrip.",,,ranger,2,,
ranger_ranger_subclass,Ranger Subclass,,"You gain a Ranger subclass of your choice. The Hunter subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Ranger levels. For the rest of your career, you gain each of your subclass's features that are of your Ranger level or lower.",,,ranger,3,,
ranger_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Ranger levels 8, 12, and 16.",,,ranger,4,,
ranger_extra_attack,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,ranger,5,,
ranger_roving,Roving,,Your Speed increases by 10 feet while you aren't wearing Heavy armor. You also have a Climb Speed and a Swim Speed equal to your Speed.,,,ranger,6,,
ranger_expertise,Expertise,,Choose two of your skill proficiencies with which you lack Expertise. You gain Expertise in those skills.,,,ranger,9,,
ranger_tireless,Tireless,,"Primal forces now help fuel you on your journeys, granting you the following benefits.
_Temporary Hit Points._ As a Magic action, you can give yourself a number of Temporary Hit Points equal to 1d8 plus your Wisdom modifier (minimum of 1). You can use this action a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.
_Decrease Exhaustion._ Whenever you finish a Short Rest, your Exhaustion level, if any, decreases by 1.",,,ranger,10,,
ranger_relentless_hunter,Relentless Hunter,,Taking damage can't break your Concentration on _Hunter's Mark_.,,,ranger,13,,
ranger_natures_veil,Nature's Veil,,"You invoke spirits of nature to magically hide yourself. As a Bonus Action, you can give yourself the Invisible condition until the end of your next turn. You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.",,,ranger,14,,
ranger_precise_hunter,Precise Hunter,,You have Advantage on attack rolls against the creature currently marked by your _Hunter's Mark_.,,,ranger,17,,
ranger_feral_senses,Feral Senses,,Your connection to the forces of nature grants you Blindsight with a range of 30 feet.,,,ranger,18,,
ranger_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Dimensional Travel is recommended.",,,ranger,19,,
ranger_foe_slayer,Foe Slayer,,The damage die of your _Hunter's Mark_ is a d10 rather than a d6.,,,ranger,20,,
hunter_hunters_lore,Hunter's Lore,,"You can call on the forces of nature to reveal certain strengths and weaknesses of your prey. While a creature is marked by your _Hunter's Mark_, you know whether that creature has any Immunities, Resistances, or Vulnerabilities, and if the creature has any, you know what they are.",,,ranger,3,,hunter
hunter_hunters_prey,Hunter's Prey,,"You gain one of the following feature options of your choice. Whenever you finish a Short or Long Rest, you can replace the chosen option with the other one.
_Colossus Slayer._ Your tenacity can wear down even the most resilient foes. When you hit a creature with a weapon, the weapon deals an extra 1d8 damage to the target if it's missing any of its Hit Points. You can deal this extra damage only once per turn.
_Horde Breaker._ Once on each of your turns when you make an attack with a weapon, you can make another attack with the same weapon against a different creature that is within 5 feet of the original target, that is within the weapon's range, and that you haven't attacked this turn.",,,ranger,3,,hunter
hunter_defensive_tactics,Defensive Tactics,,"You gain one of the following feature options of your choice. Whenever you finish a Short or Long Rest, you can replace the chosen option with the other one.
_Escape the Horde._ Opportunity Attacks have Disadvantage against you.
_Multiattack Defense._ When a creature hits you with an attack roll, that creature has Disadvantage on all other attack rolls against you this turn.",,,ranger,7,,hunter
hunter_superior_hunters_prey,Superior Hunter's Prey,,"Once per turn when you deal damage to a creature marked by your _Hunter's Mark_, you can also deal that spell's extra damage to a different creature that you can see within 30 feet of the first creature.",,,ranger,11,,hunter
hunter_superior_hunters_defense,Superior Hunter's Defense,,"When you take damage, you can take a Reaction to give yourself Resistance to that damage and any other damage of the same type until the end of the current turn.",,,ranger,15,,hunter
rogue_expertise,Expertise,,"You gain Expertise in two of your skill proficiencies of your choice. Sleight of Hand and Stealth are recommended if you have proficiency in them.
At Rogue level 6, you gain Expertise in two more of your skill proficiencies of your choice.",,,rogue,1,,
rogue_sneak_attack,Sneak Attack,,"You know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack roll if you have Advantage on the roll and the attack uses a Finesse or a Ranged weapon. The extra damage's type is the same as the weapon's type.
You don't need Advantage on the attack roll if at least one of your allies is within 5 feet of the target, the ally doesn't have the Incapacitated condition, and you don't have Disadvantage on the attack roll. The extra damage increases as you gain Rogue levels, as shown in the Sneak Attack column of the Rogue Features table.",,grant_roll:sneak_attack:ceil(class_level.rogue/2) d 6,rogue,1,,
rogue_thieves_cant,Thieves' Cant,,"You picked up various languages in the communities where you plied your roguish talents. You know Thieves' Cant and one other language of your choice, which you choose from the language tables in ""Character Creation.""",,,rogue,1,,
rogue_weapon_mastery,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Daggers and Shortbows.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Scimitars and Shortswords.",,,rogue,1,,
rogue_cunning_action,Cunning Action,,"Your quick thinking and agility allow you to move and act quickly. On your turn, you can take one of the following actions as a Bonus Action: Dash, Disengage, or Hide.",,,rogue,2,,
rogue_rogue_subclass,Rogue Subclass,,"You gain a Rogue subclass of your choice. The Thief subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Rogue levels. For the rest of your career, you gain each of your subclass's features that are of your Rogue level or lower.",,,rogue,3,,
rogue_steady_aim,Steady Aim,,"As a Bonus Action, you give yourself Advantage on your next attack roll on the current turn. You can use this feature only if you haven't moved during this turn, and after you use it, your Speed is 0 until the end of the current turn.",,,rogue,3,,
rogue_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Rogue levels 8, 10, 12, and 16.",,,rogue,4,,
rogue_cunning_strike,Cunning Strike,,"You've developed cunning ways to use your Sneak Attack. When you deal Sneak Attack damage, you can add one of the following Cunning Strike effects. Each effect has a die cost, which is the number of Sneak Attack damage dice you must forgo to add the effect. You remove the die before rolling, and the effect occurs immediately after the attack's damage is dealt. For example, if you add the Poison effect, remove 1d6 from the Sneak Attack's damage before rolling.
If a Cunning Strike effect requires a saving throw, the DC equals 8 plus your Dexterity modifier and Proficiency Bonus.
_Poison (Cost: 1d6)._ You add a toxin to your strike, forcing the target to make a Constitution saving throw. On a failed save, the target has the Poisoned condition for 1 minute. At the end of each of its turns, the Poisoned target repeats the save, ending the effect on itself on a success.
To use this effect, you must have a Poisoner's Kit on your person.
_Trip (Cost: 1d6)._ If the target is Large or smaller, it must succeed on a Dexterity saving throw or have the Prone condition.
_Withdraw (Cost: 1d6)._ Immediately after the attack, you move up to half your Speed without provoking Opportunity Attacks.",,,rogue,5,,
rogue_uncanny_dodge,Uncanny Dodge,,"When an attacker that you can see hits you with an attack roll, you can take a Reaction to halve the attack's damage against you (round down).",,,rogue,5,,
rogue_evasion,Evasion,,"You can nimbly dodge out of the way of certain dangers. When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail. You can't use this feature if you have the Incapacitated condition.",,,rogue,7,,
rogue_reliable_talent,Reliable Talent,,"Whenever you make an ability check that uses one of your skill or tool proficiencies, you can treat a d20 roll of 9 or lower as a 10.",,,rogue,7,,
rogue_improved_cunning_strike,Improved Cunning Strike,,"You can use up to two Cunning Strike effects when you deal Sneak Attack damage, paying the die cost for each effect.",,,rogue,11,,
rogue_devious_strikes,Devious Strikes,,"You've practiced new ways to use your Sneak Attack deviously. The following effects are now among your Cunning Strike options.
_Daze (Cost: 2d6)._ The target must succeed on a Constitution saving throw, or on its next turn, it can do only one of the following: move or take an action or a Bonus Action.
_Knock Out (Cost: 6d6)._ The target must succeed on a Constitution saving throw, or it has the Unconscious condition for 1 minute or until it takes any damage. The Unconscious target repeats the save at the end of each of its turns, ending the effect on itself on a success.
_Obscure (Cost: 3d6)._ The target must succeed on a Dexterity saving throw, or it has the Blinded condition until the end of its next turn.",,,rogue,14,,
rogue_slippery_mind,Slippery Mind,,Your cunning mind is exceptionally difficult to control. You gain proficiency in Wisdom and Charisma saving throws.,,,rogue,15,,
rogue_elusive,Elusive,,You're so evasive that attackers rarely gain the upper hand against you. No attack roll can have Advantage against you unless you have the Incapacitated condition.,,,rogue,18,,
rogue_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of the Night Spirit is recommended.",,,rogue,19,,
rogue_stroke_of_luck,Stroke of Luck,,"You have a marvelous knack for succeeding when you need to. If you fail a D20 Test, you can turn the roll into a 20.
Once you use this feature, you can't use it again until you finish a Short or Long Rest.",,,rogue,20,,
thief_fast_hands,Fast Hands,,"As a Bonus Action, you can do one of the following.
_Sleight of Hand._ Make a Dexterity (Sleight of Hand) check to pick a lock or disarm a trap with Thieves' Tools or to pick a pocket.
_Use an Object._ Take the Utilize action, or take the Magic action to use a magic item that requires that action.",,,rogue,3,,thief
thief_second_story_work,Second-Story Work,,"You've trained to get into especially hard-to-reach places, granting you these benefits.
_Climber._ You gain a Climb Speed equal to your Speed.
_Jumper._ You can determine your jump distance using your Dexterity rather than your Strength.",,,rogue,3,,thief
thief_supreme_sneak,Supreme Sneak,,"You gain the following Cunning Strike option.
_Stealth Attack (Cost: 1d6)._ If you have the Hide action's Invisible condition, this attack doesn't end that condition on you if you end the turn behind Three-Quarters Cover or Total Cover.",,,rogue,9,,thief
thief_use_magic_device,Use Magic Device,,"You've learned how to maximize use of magic items, granting you the following benefits.
_Attunement._ You can attune to up to four magic items at once.
_Charges._ Whenever you use a magic item property that expends charges, roll 1d6. On a roll of 6, you use the property without expending the charges.
_Scrolls._ You can use any _Spell Scroll_, using Intelligence as your spellcasting ability for the spell. If the spell is a cantrip or a level 1 spell, you can cast it reliably. If the scroll contains a higher-level spell, you must first succeed on an Intelligence (Arcana) check (DC 10 plus the spell's level). On a successful check, you cast the spell from the scroll. On a failed check, the scroll disintegrates.",,,rogue,13,,thief
thief_thiefs_reflexes,Thief's Reflexes,,You are adept at laying ambushes and quickly escaping danger. You can take two turns during the first round of any combat. You take your first turn at your normal Initiative and your second turn at your Initiative minus 10.,,,rogue,17,,thief
sorcerer_spellcasting,Spellcasting,,"Drawing from your innate magic, you can cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Sorcerer spells, which appear in the Sorcerer spell list later in the class's description.
_Cantrips._ You know four Sorcerer cantrips of your choice. _Light_, _Prestidigitation_, _Shocking Grasp_, and _Sorcerous Burst_ are recommended. Whenever you gain a Sorcerer level, you can replace one of your cantrips from this feature with another Sorcerer cantrip of your choice.
When you reach Sorcerer levels 4 and 10, you learn another Sorcerer cantrip of your choice, as shown in the Cantrips column of the Sorcerer Features table.
_Spell Slots._ The Sorcerer Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Sorcerer spells. _Burning Hands_ and _Detect Magic_ are recommended.
The number of spells on your list increases as you gain Sorcerer levels, as shown in the Prepared Spells column of the Sorcerer Features table. Whenever that number increases, choose additional Sorcerer spells until the number of spells on your list matches the number in the Sorcerer Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Sorcerer, your list of prepared spells can include six Sorcerer spells of level 1 or 2 in any combination.
If another Sorcerer feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Sorcerer spells for you.
_Changing Your Prepared Spells._ Whenever you gain a Sorcerer level, you can replace one spell on your list with another Sorcerer spell for which you have spell slots.
_Spellcasting Ability._ Charisma is your spellcasting ability for your Sorcerer spells.
_Spellcasting Focus._ You can use an Arcane Focus as a Spellcasting Focus for your Sorcerer spells.",,,sorcerer,1,,
sorcerer_innate_sorcery,Innate Sorcery,,"An event in your past left an indelible mark on you, infusing you with simmering magic. As a Bonus Action, you can unleash that magic for 1 minute, during which you gain the following benefits:
• The spell save DC of your Sorcerer spells increases by 1.
• You have Advantage on the attack rolls of Sorcerer spells you cast.
You can use this feature twice, and you regain all expended uses of it when you finish a Long Rest.",,,sorcerer,1,,
sorcerer_font_of_magic,Font of Magic,,"You can tap into the wellspring of magic within yourself. This wellspring is represented by Sorcery Points, which allow you to create a variety of magical effects.
You have 2 Sorcery Points, and you gain more as you reach higher levels, as shown in the Sorcery Points column of the Sorcerer Features table. You can't have more Sorcery Points than the number shown in the table for your level. You regain all expended Sorcery Points when you finish a Long Rest.
You can use your Sorcery Points to fuel the options below, along with other features, such as Metamagic, that use those points.
_Converting Spell Slots to Sorcery Points._ You can expend a spell slot to gain a number of Sorcery Points equal to the slot's level (no action required).
_Creating Spell Slots._ As a Bonus Action, you can transform unexpended Sorcery Points into one spell slot. The Creating Spell Slots table shows the cost of creating a spell slot of a given level, and it lists the minimum Sorcerer level you must be to create a slot. You can create a spell slot no higher than level 5.
Any spell slot you create with this feature vanishes when you finish a Long Rest.
**Creating Spell Slots**
<table>
<thead>
<tr>
<th>Spell Slot Level</th>
<th>Sorcery Point Cost</th>
<th>Min. Sorcerer Level</th>
</tr>
</thead>
<tbody>
<tr>
<td>1</td>
<td>2</td>
<td>2</td>
</tr>
<tr>
<td>2</td>
<td>3</td>
<td>3</td>
</tr>
<tr>
<td>3</td>
<td>5</td>
<td>5</td>
</tr>
<tr>
<td>4</td>
<td>6</td>
<td>7</td>
</tr>
<tr>
<td>5</td>
<td>7</td>
<td>9</td>
</tr>
</tbody>
</table>",,,sorcerer,2,,
sorcerer_metamagic,Metamagic,,"Because your magic flows from within, you can alter your spells to suit your needs; you gain two Metamagic options of your choice from ""Metamagic Options"" later in this class's description. You use the chosen options to temporarily modify spells you cast. To use an option, you must spend the number of Sorcery Points that it costs.
You can use only one Metamagic option on a spell when you cast it unless otherwise noted in one of those options.
Whenever you gain a Sorcerer level, you can replace one of your Metamagic options with one you don't know. You gain two more options at Sorcerer level 10 and two more at Sorcerer level 17.",,,sorcerer,2,,
sorcerer_sorcerer_subclass,Sorcerer Subclass,,"You gain a Sorcerer subclass of your choice. The Draconic Sorcery subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Sorcerer levels. For the rest of your career, you gain each of your subclass's features that are of your Sorcerer level or lower.",,,sorcerer,3,,
sorcerer_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Sorcerer levels 8, 12, and 16.",,,sorcerer,4,,
sorcerer_sorcerous_restoration,Sorcerous Restoration,,"When you finish a Short Rest, you can regain expended Sorcery Points, but no more than a number equal to half your Sorcerer level (round down). Once you use this feature, you can't do so again until you finish a Long Rest.",,,sorcerer,5,,
sorcerer_sorcery_incarnate,Sorcery Incarnate,,"If you have no uses of Innate Sorcery left, you can use it if you spend 2 Sorcery Points when you take the Bonus Action to activate it.
In addition, while your Innate Sorcery feature is active, you can use up to two of your Metamagic options on each spell you cast.",,,sorcerer,7,,
sorcerer_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Dimensional Travel is recommended.",,,sorcerer,19,,
sorcerer_arcane_apotheosis,Arcane Apotheosis,,"While your Innate Sorcery feature is active, you can use one Metamagic option on each of your turns without spending Sorcery Points on it.",,,sorcerer,20,,
draconic_sorcery_draconic_resilience,Draconic Resilience,,"The magic in your body manifests physical traits of your draconic gift. Your Hit Point maximum increases by 3, and it increases by 1 whenever you gain another Sorcerer level.
Parts of you are also covered by dragon-like scales. While you aren't wearing armor, your base Armor Class equals 10 plus your Dexterity and Charisma modifiers.",,,sorcerer,3,,draconic_sorcery
draconic_sorcery_draconic_spells,Draconic Spells,,"When you reach a Sorcerer level specified in the Draconic Spells table, you thereafter always have the listed spells prepared.
**Draconic Spells**
<table>
<thead>
<tr>
<th>Sorcerer Level</th>
<th>Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Alter Self, Chromatic Orb, Command, Dragon's Breath</td>
</tr>
<tr>
<td>5</td>
<td>Fear, Fly</td>
</tr>
<tr>
<td>7</td>
<td>Arcane Eye, Charm Monster</td>
</tr>
<tr>
<td>9</td>
<td>Legend Lore, Summon Dragon</td>
</tr>
</tbody>
</table>",,,sorcerer,3,,draconic_sorcery
draconic_sorcery_elemental_affinity,Elemental Affinity,,"Your draconic magic has an affinity with a damage type associated with dragons. Choose one of those types: Acid, Cold, Fire, Lightning, or Poison.
You have Resistance to that damage type, and when you cast a spell that deals damage of that type, you can add your Charisma modifier to one damage roll of that spell.",,,sorcerer,6,,draconic_sorcery
draconic_sorcery_dragon_wings,Dragon Wings,,"As a Bonus Action, you can cause draconic wings to appear on your back. The wings last for 1 hour or until you dismiss them (no action required). For the duration, you have a Fly Speed of 60 feet.
Once you use this feature, you can't use it again until you finish a Long Rest unless you spend 3 Sorcery Points (no action required) to restore your use of it.",,,sorcerer,14,,draconic_sorcery
draconic_sorcery_dragon_companion,Dragon Companion,,"You can cast _Summon Dragon_ without a Material component. You can also cast it once without a spell slot, and you regain the ability to cast it in this way when you finish a Long Rest.
Whenever you start casting the spell, you can modify it so that it doesn't require Concentration. If you do so, the spell's duration becomes 1 minute for that casting.",,,sorcerer,18,,draconic_sorcery
warlock_eldritch_invocations,Eldritch Invocations,,"You have unearthed Eldritch Invocations, pieces of forbidden knowledge that imbue you with an abiding magical ability or other lessons. You gain one invocation of your choice, such as Pact of the Tome. Invocations are described in the ""Eldritch Invocation Options"" section later in this class's description.
_Prerequisites._ If an invocation has a prerequisite, you must meet it to learn that invocation. For example, if an invocation requires you to be a level 5+ Warlock, you can select the invocation once you reach Warlock level 5.
_Replacing and Gaining Invocations._ Whenever you gain a Warlock level, you can replace one of your invocations with another one for which you qualify. You can't replace an invocation if it's a prerequisite for another invocation that you have.
When you gain certain Warlock levels, you gain more invocations of your choice, as shown in the Invocations column of the Warlock Features table.
You can't pick the same invocation more than once unless its description says otherwise.",,,warlock,1,,
warlock_pact_magic,Pact Magic,,"Through occult ceremony, you have formed a pact with a mysterious entity to gain magical powers. The entity is a voice in the shadows—its identity unclear—but its boon to you is concrete: the ability to cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Warlock spells, which appear in the Warlock spell list later in the class's description.
_Cantrips._ You know two Warlock cantrips of your choice. _Eldritch Blast_ and _Prestidigitation_ are recommended. Whenever you gain a Warlock level, you can replace one of your cantrips from this feature with another Warlock cantrip of your choice.
When you reach Warlock levels 4 and 10, you learn another Warlock cantrip of your choice, as shown in the Cantrips column of the Warlock Features table.
_Spell Slots._ The Warlock Features table shows how many spell slots you have to cast your Warlock spells of levels 1–5. The table also shows the level of those slots, all of which are the same level. You regain all expended Pact Magic spell slots when you finish a Short or Long Rest.
For example, when you're a level 5 Warlock, you have two level 3 spell slots. To cast the level 1 spell _Charm Person_, you must spend one of those slots, and you cast it as a level 3 spell.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Warlock spells. _Charm Person_ and _Hex_ are recommended.
The number of spells on your list increases as you gain Warlock levels, as shown in the Prepared Spells column of the Warlock Features table. Whenever that number increases, choose additional Warlock spells until the number of spells on your list matches the number in the table. The chosen spells must be of a level no higher than what's shown in the table's Slot Level column for your level. When you reach level 6, for example, you learn a new Warlock spell, which can be of levels 1–3.
If another Warlock feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Warlock spells for you.
_Changing Your Prepared Spells._ Whenever you gain a Warlock level, you can replace one spell on your list with another Warlock spell of an eligible level.
_Spellcasting Ability._ Charisma is the spellcasting ability for your Warlock spells.
_Spellcasting Focus._ You can use an Arcane Focus as a Spellcasting Focus for your Warlock spells.",,,warlock,1,,
warlock_magical_cunning,Magical Cunning,,"You can perform an esoteric rite for 1 minute. At the end of it, you regain expended Pact Magic spell slots but no more than a number equal to half your maximum (round up). Once you use this feature, you can't do so again until you finish a Long Rest.",,,warlock,2,,
warlock_warlock_subclass,Warlock Subclass,,"You gain a Warlock subclass of your choice. The Fiend Patron subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Warlock levels. For the rest of your career, you gain each of your subclass's features that are of your Warlock level or lower.",,,warlock,3,,
warlock_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Warlock levels 8, 12, and 16.",,,warlock,4,,
warlock_contact_patron,Contact Patron,,"In the past, you usually contacted your patron through intermediaries. Now you can communicate directly; you always have the _Contact Other Plane_ spell prepared. With this feature, you can cast the spell without expending a spell slot to contact your patron, and you automatically succeed on the spell's saving throw.
Once you cast the spell with this feature, you can't do so in this way again until you finish a Long Rest.",,,warlock,9,,
warlock_mystic_arcanum,Mystic Arcanum,,"Your patron grants you a magical secret called an arcanum. Choose one level 6 Warlock spell as this arcanum.
You can cast your arcanum spell once without expending a spell slot, and you must finish a Long Rest before you can cast it in this way again.
As shown in the Warlock Features table, you gain another Warlock spell of your choice that can be cast in this way when you reach Warlock levels 13 (level 7 spell), 15 (level 8 spell), and 17 (level 9 spell). You regain all uses of your Mystic Arcanum when you finish a Long Rest.
Whenever you gain a Warlock level, you can replace one of your arcanum spells with another Warlock spell of the same level.",,,warlock,11,,
warlock_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Fate is recommended.",,,warlock,19,,
warlock_eldritch_master,Eldritch Master,,"When you use your Magical Cunning feature, you regain all your expended Pact Magic spell slots.",,,warlock,20,,
fiend_patron_dark_ones_blessing,Dark One's Blessing,,"When you reduce an enemy to 0 Hit Points, you gain Temporary Hit Points equal to your Charisma modifier plus your Warlock level (minimum of 1 Temporary Hit Point). You also gain this benefit if someone else reduces an enemy within 10 feet of you to 0 Hit Points.",,,warlock,3,,fiend_patron
fiend_patron_fiend_spells,Fiend Spells,,"The magic of your patron ensures you always have certain spells ready; when you reach a Warlock level specified in the Fiend Spells table, you thereafter always have the listed spells prepared.
**Fiend Spells**
<table>
<thead>
<tr>
<th>Warlock Level</th>
<th>Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Burning Hands, Command, Scorching Ray, Suggestion</td>
</tr>
<tr>
<td>5</td>
<td>Fireball, Stinking Cloud</td>
</tr>
<tr>
<td>7</td>
<td>Fire Shield, Wall of Fire</td>
</tr>
<tr>
<td>9</td>
<td>Geas, Insect Plague</td>
</tr>
</tbody>
</table>",,,warlock,3,,fiend_patron
fiend_patron_dark_ones_own_luck,Dark One's Own Luck,,"You can call on your fiendish patron to alter fate in your favor. When you make an ability check or a saving throw, you can use this feature to add 1d10 to your roll. You can do so after seeing the roll but before any of the roll's effects occur.
You can use this feature a number of times equal to your Charisma modifier (minimum of once), but you can use it no more than once per roll. You regain all expended uses when you finish a Long Rest.",,,warlock,6,,fiend_patron
fiend_patron_fiendish_resilience,Fiendish Resilience,,"Choose one damage type, other than Force, whenever you finish a Short or Long Rest. You have Resistance to that damage type until you choose a different one with this feature.",,,warlock,10,,fiend_patron
fiend_patron_hurl_through_hell,Hurl Through Hell,,"Once per turn when you hit a creature with an attack roll, you can try to instantly transport the target through the Lower Planes. The target must succeed on a Charisma saving throw against your spell save DC, or the target disappears and hurtles through a nightmare landscape. The target takes 8d10 Psychic damage if it isn't a Fiend, and it has the Incapacitated condition until the end of your next turn, when it returns to the space it previously occupied or the nearest unoccupied space.
Once you use this feature, you can't use it again until you finish a Long Rest unless you expend a Pact Magic spell slot (no action required) to restore your use of it.",,,warlock,14,,fiend_patron
wizard_spellcasting,Spellcasting,,"As a student of arcane magic, you have learned to cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Wizard spells, which appear in the Wizard spell list later in the class's description.
_Cantrips._ You know three Wizard cantrips of your choice. _Light_, _Mage Hand_, and _Ray of Frost_ are recommended. Whenever you finish a Long Rest, you can replace one of your cantrips from this feature with another Wizard cantrip of your choice.
When you reach Wizard levels 4 and 10, you learn another Wizard cantrip of your choice, as shown in the Cantrips column of the Wizard Features table.
_Spellbook._ Your wizardly apprenticeship culminated in the creation of a unique book: your spellbook. It is a Tiny object that weighs 3 pounds, contains 100 pages, and can be read only by you or someone casting _Identify_. You determine the book's appearance and materials, such as a gilt-edged tome or a collection of vellum bound with twine.
The book contains the level 1+ spells you know. It starts with six level 1 Wizard spells of your choice. _Detect Magic_, _Feather Fall_, _Mage Armor_, _Magic Missile_, _Sleep_, and _Thunderwave_ are recommended.
Whenever you gain a Wizard level after 1, add two Wizard spells of your choice to your spellbook. Each of these spells must be of a level for which you have spell slots, as shown in the Wizard Features table. The spells are the culmination of arcane research you do regularly.
_Spell Slots._ The Wizard Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To do so, choose four spells from your spellbook. The chosen spells must be of a level for which you have spell slots.
The number of spells on your list increases as you gain Wizard levels, as shown in the Prepared Spells column of the Wizard Features table. Whenever that number increases, choose additional Wizard spells until the number of spells on your list matches the number in the table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Wizard, your list of prepared spells can include six spells of levels 1 and 2 in any combination, chosen from your spellbook.
If another Wizard feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Wizard spells for you.
_Changing Your Prepared Spells._ Whenever you finish a Long Rest, you can change your list of prepared spells, replacing any of the spells there with spells from your spellbook.
_Spellcasting Ability._ Intelligence is your spellcasting ability for your Wizard spells.
_Spellcasting Focus._ You can use an Arcane Focus or your spellbook as a Spellcasting Focus for your Wizard spells.",,,wizard,1,,
wizard_ritual_adept,Ritual Adept,,"You can cast any spell as a Ritual if that spell has the Ritual tag and the spell is in your spellbook. You needn't have the spell prepared, but you must read from the book to cast a spell in this way.",,,wizard,1,,
wizard_arcane_recovery,Arcane Recovery,,"You can regain some of your magical energy by studying your spellbook. When you finish a Short Rest, you can choose expended spell slots to recover. The spell slots can have a combined level equal to no more than half your Wizard level (round up), and none of the slots can be level 6 or higher. For example, if you're a level 4 Wizard, you can recover up to two levels' worth of spell slots, regaining either one level 2 spell slot or two level 1 spell slots.
Once you use this feature, you can't do so again until you finish a Long Rest.",,,wizard,1,,
wizard_scholar,Scholar,,"While studying magic, you also specialized in another field of study. Choose one of the following skills in which you have proficiency: Arcana, History, Investigation, Medicine, Nature, or Religion. You have Expertise in the chosen skill.",,,wizard,2,,
